"","","","","","","","","","","","","","mort"
"",0.891718563402844,0.0153396882697624,0.0144039140157143,5.21467285504191e-15,0.00469143179899131,0.00532445387079976,0.0210392319475241,0.0136138741044817,0.0308996357374908,0,0,0,0.00042
"",0,5.37977926809263e-16,0.466426070005563,5.55510081578648e-16,0.417012635442018,6.55216686497388e-16,1.23886724228808e-15,1.09711833360827e-15,1.17406434399534e-15,1.30242844688458e-05,0.0260079470306806,0.09,0.00042
"",0,1.35885983823251e-15,0.285452165503609,1.60611594071125e-15,0.231855366943995,0.0455667961679416,1.20196731408425e-15,8.77195231516158e-16,0.0734881453766828,0.313691508985999,0.0400799678962339,0.01,0.00042
"",0,0.0577516084503855,0.240366363779384,0.113187479624726,0.0118572588151536,0.00263825663078277,0.0364277393340914,0.0014839905134197,0.128904406129242,0.192103471075374,0.0337789464877869,0.18,0.00042
"",0,1.09287724600448e-08,1.3886167433822e-15,1.51685957283186e-15,2.57113353299615e-15,2.18917676634013e-15,1.60822145540189e-15,1.59846741438196e-15,1.63903084137617e-15,0.703019539477684,4.00833101952693e-07,0.3,0.00042
"",0,2.71494919176481e-15,3.06441073547205e-15,2.59687325702382e-15,2.25659227988635e-15,2.81758802571003e-15,5.10097816300766e-16,4.18161125954179e-16,0.824618753809692,2.9660083066988e-15,2.64242245341875e-15,0.185,0.00042
"",0,6.69634681628926e-16,2.45731079375917e-08,4.17081327957787e-16,0.120415270380004,4.41152888561255e-07,1.16190901654921e-15,9.94353371211293e-16,1.15177918815136e-15,1.76074327596676e-16,6.5148829567229e-16,0.88000018638191,0.00042
"",0,2.067503522383e-15,2.50744826463218e-15,1.99571428229653e-15,2.6214850581802e-15,0.0589118988901029,4.06372635485986e-06,2.9351281820037e-06,0.069457441503572,2.53872796910871e-15,2.70414333188278e-15,0.880000000000002,0.00042
"",0,9.74643147201483e-16,1.04446146015014e-15,1.1137688622665e-15,1.38401475022494e-15,1.62757869237678e-15,1.82746044017894e-15,1.47676051235551e-15,1.78263682278433e-15,6.65456801034051e-16,0.00120236015288216,0.999999999999998,0.00042
"",0,0.0552092721947928,0.865218390235939,1.85298471679033e-15,2.12187333196262e-15,0.0126022416853279,0.0538491136001892,0.0139905863414774,7.83335543392318e-06,1.39762256929845e-08,2.66315796992862e-05,0,0.00042
"",0,0,0,0,0,0,0,0,0,0,0.947399939409699,0,0.00042
"",0,9.21989850526915e-16,1.98761571246285e-15,0.96292414450956,1.77497595082061e-15,1.0962712887827e-07,1.00367935092037e-15,9.29893435027102e-16,1.48370022677333e-15,9.30462357826178e-16,3.23507112758074e-07,0.0377088968992683,0.00042
"muerta",0,0,0,0,0,0,0,0,0,0,0,0,1
